,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Tiri,Dist.,Pun.,Rigori,Rig T,Stagione,Squadra
1,22-08-2022,18:30,Serie A,Giornata n. 2,Lun,Casa,V,1,0,Cremonese,2.7,0.7,49.0,60.859,Lorenzo Pellegrini,3-4-3,Luca Massimi,Report partita,,27.0,164.0,0.0,0,0,2023,Roma
2,27-08-2022,18:30,Serie A,Giornata n. 3,Sab,Ospiti,N,1,1,Juventus,1.3,0.6,43.0,41.003,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Report partita,,8.0,149.0,0.0,0,0,2023,Roma
3,30-08-2022,20:45,Serie A,Giornata n. 4,Mar,Casa,V,3,0,Monza,1.8,0.9,40.0,60.669,Lorenzo Pellegrini,3-4-3,Marco Piccinini,Report partita,,15.0,145.0,0.0,0,0,2023,Roma
4,04-09-2022,20:45,Serie A,Giornata n. 5,Dom,Ospiti,P,0,4,Udinese,0.8,1.2,57.0,24.108,Lorenzo Pellegrini,3-4-3,Fabio Maresca,Report partita,,12.0,134.0,0.0,0,0,2023,Roma
6,12-09-2022,20:45,Serie A,Giornata n. 6,Lun,Ospiti,V,2,1,Empoli,3.0,1.1,48.0,4.56,Lorenzo Pellegrini,3-4-3,Livio Marinelli,Report partita,,12.0,142.0,0.0,0,1,2023,Roma
8,18-09-2022,18:00,Serie A,Giornata n. 7,Dom,Casa,P,0,1,Atalanta,2.4,0.2,56.0,61.335,Lorenzo Pellegrini,3-4-3,Daniele Chiffi,Report partita,,21.0,177.0,0.0,0,0,2023,Roma
9,01-10-2022,18:00,Serie A,Giornata n. 8,Sab,Ospiti,V,2,1,Inter,1.0,1.0,42.0,75.389,Lorenzo Pellegrini,3-4-3,Davide Massa,Report partita,,10.0,198.0,1.0,0,0,2023,Roma
11,09-10-2022,20:45,Serie A,Giornata n. 9,Dom,Casa,V,2,1,Lecce,3.2,0.3,66.0,64.018,Lorenzo Pellegrini,3-4-3,Alessandro Prontera,Report partita,,19.0,165.0,0.0,1,1,2023,Roma
13,17-10-2022,18:30,Serie A,Giornata n. 10,Lun,Ospiti,V,1,0,Sampdoria,1.8,0.2,41.0,20.803,Lorenzo Pellegrini,3-4-1-2,Marco Di Bello,Report partita,,6.0,151.0,0.0,1,1,2023,Roma
14,23-10-2022,20:45,Serie A,Giornata n. 11,Dom,Casa,P,0,1,Napoli,0.3,0.9,40.0,61.633,Lorenzo Pellegrini,3-5-2,Massimiliano Irrati,Report partita,,6.0,214.0,0.0,0,0,2023,Roma
16,31-10-2022,18:30,Serie A,Giornata n. 12,Lun,Ospiti,V,3,1,Hellas Verona,3.1,0.3,67.0,24.0,Lorenzo Pellegrini,3-5-2,Juan Sacchi,Report partita,,14.0,147.0,1.0,0,0,2023,Roma
18,06-11-2022,18:00,Serie A,Giornata n. 13,Dom,Casa,P,0,1,Lazio,0.5,0.6,59.0,62.847,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Report partita,,8.0,162.0,0.0,0,0,2023,Roma
19,09-11-2022,18:30,Serie A,Giornata n. 14,Mer,Ospiti,N,1,1,Sassuolo,0.7,1.2,54.0,16.665,Gianluca Mancini,3-4-3,Giovanni Ayroldi,Report partita,,11.0,162.0,0.0,0,0,2023,Roma
20,13-11-2022,15:00,Serie A,Giornata n. 15,Dom,Casa,N,1,1,Torino,1.7,0.9,48.0,61.168,Gianluca Mancini,3-4-3,Antonio Rapuano,Report partita,,12.0,195.0,0.0,0,1,2023,Roma
21,04-01-2023,16:30,Serie A,Giornata n. 16,Mer,Casa,V,1,0,Bologna,1.5,0.7,39.0,62.092,Lorenzo Pellegrini,3-4-1-2,Alberto Santoro,Report partita,,13.0,198.0,0.0,1,1,2023,Roma
22,08-01-2023,20:45,Serie A,Giornata n. 17,Dom,Ospiti,N,2,2,Milan,1.2,0.9,40.0,74.103,Lorenzo Pellegrini,3-4-3,Davide Massa,Report partita,,12.0,221.0,0.0,0,0,2023,Roma
24,15-01-2023,20:45,Serie A,Giornata n. 18,Dom,Casa,V,2,0,Fiorentina,0.9,0.4,52.0,61.327,Lorenzo Pellegrini,3-4-1-2,Antonio Giua,Report partita,,10.0,138.0,0.0,0,0,2023,Roma
25,22-01-2023,18:00,Serie A,Giornata n. 19,Dom,Ospiti,V,2,0,Spezia,2.0,0.2,48.0,9.153,Gianluca Mancini,3-4-3,Simone Sozza,Report partita,,13.0,203.0,1.0,0,0,2023,Roma
26,29-01-2023,20:45,Serie A,Giornata n. 20,Dom,Ospiti,P,1,2,Napoli,0.8,1.0,44.0,48.791,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Report partita,,11.0,163.0,0.0,0,0,2023,Roma
28,04-02-2023,18:00,Serie A,Giornata n. 21,Sab,Casa,V,2,0,Empoli,1.2,1.7,45.0,60.908,Lorenzo Pellegrini,3-4-3,Federico Dionisi,Report partita,,12.0,119.0,0.0,0,0,2023,Roma
29,11-02-2023,18:00,Serie A,Giornata n. 22,Sab,Ospiti,N,1,1,Lecce,1.7,0.3,58.0,25.2,Lorenzo Pellegrini,3-4-3,Gianluca Aureliano,Report partita,,11.0,210.0,1.0,1,1,2023,Roma
31,19-02-2023,20:45,Serie A,Giornata n. 23,Dom,Casa,V,1,0,Hellas Verona,0.8,0.4,47.0,61.009,Gianluca Mancini,3-4-3,Simone Sozza,Report partita,,9.0,172.0,1.0,0,0,2023,Roma
33,28-02-2023,18:30,Serie A,Giornata n. 24,Mar,Ospiti,P,1,2,Cremonese,1.2,1.0,66.0,11.367,Lorenzo Pellegrini,3-4-3,Marco Piccinini,Report partita,,10.0,200.0,1.0,0,0,2023,Roma
34,05-03-2023,20:45,Serie A,Giornata n. 25,Dom,Casa,V,1,0,Juventus,0.6,0.7,41.0,64.213,Lorenzo Pellegrini,3-4-3,Fabio Maresca,Report partita,,6.0,181.0,0.0,0,0,2023,Roma
36,12-03-2023,18:00,Serie A,Giornata n. 26,Dom,Casa,P,3,4,Sassuolo,1.5,3.5,54.0,60.816,Chris Smalling,3-4-3,Michael Fabbri,Report partita,,17.0,172.0,0.0,0,0,2023,Roma
38,19-03-2023,18:00,Serie A,Giornata n. 27,Dom,Ospiti,P,0,1,Lazio,0.6,0.6,31.0,62.0,Lorenzo Pellegrini,3-4-3,Davide Massa,Report partita,,8.0,181.0,0.0,0,0,2023,Roma
39,02-04-2023,18:00,Serie A,Giornata n. 28,Dom,Casa,V,3,0,Sampdoria,3.0,0.3,51.0,62.108,Lorenzo Pellegrini,4-2-3-1,Massimiliano Irrati,Report partita,,27.0,163.0,1.0,1,1,2023,Roma
40,08-04-2023,18:30,Serie A,Giornata n. 29,Sab,Ospiti,V,1,0,Torino,1.1,0.3,45.0,22.142,Gianluca Mancini,3-4-3,Andrea Colombo,Report partita,,8.0,238.0,0.0,1,1,2023,Roma
42,16-04-2023,20:45,Serie A,Giornata n. 30,Dom,Casa,V,3,0,Udinese,2.5,1.2,42.0,61.015,Lorenzo Pellegrini,3-4-3,Antonio Giua,Report partita,,11.0,153.0,1.0,0,1,2023,Roma
44,24-04-2023,20:45,Serie A,Giornata n. 31,Lun,Ospiti,P,1,3,Atalanta,1.0,0.9,63.0,19.445,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Report partita,,14.0,188.0,1.0,0,0,2023,Roma
45,29-04-2023,18:00,Serie A,Giornata n. 32,Sab,Casa,N,1,1,Milan,1.0,1.0,37.0,64.191,Lorenzo Pellegrini,3-4-1-2,Daniele Orsato,Report partita,,11.0,157.0,0.0,0,0,2023,Roma
46,03-05-2023,21:00,Serie A,Giornata n. 33,Mer,Ospiti,N,1,1,Monza,1.0,0.9,42.0,12.388,Lorenzo Pellegrini,3-4-3,Daniele Chiffi,Report partita,,14.0,143.0,1.0,0,0,2023,Roma
47,06-05-2023,18:00,Serie A,Giornata n. 34,Sab,Casa,P,0,2,Inter,0.9,0.7,51.0,61.87,Lorenzo Pellegrini,3-5-1-1,Fabio Maresca,Report partita,,15.0,168.0,1.0,0,0,2023,Roma
49,14-05-2023,18:00,Serie A,Giornata n. 35,Dom,Ospiti,N,0,0,Bologna,1.2,0.4,29.0,23.824,Bryan Cristante,3-5-2,Daniele Orsato,Report partita,,7.0,184.0,1.0,0,0,2023,Roma
51,22-05-2023,18:30,Serie A,Giornata n. 36,Lun,Casa,N,2,2,Salernitana,1.4,1.1,59.0,64.286,Chris Smalling,3-4-3,Andrea Colombo,Report partita,,22.0,173.0,1.0,0,0,2023,Roma
52,27-05-2023,18:00,Serie A,Giornata n. 37,Sab,Ospiti,P,1,2,Fiorentina,1.2,2.3,35.0,32.829,Chris Smalling,4-1-4-1,Giovanni Ayroldi,Report partita,,8.0,147.0,0.0,0,0,2023,Roma
54,04-06-2023,21:00,Serie A,Giornata n. 38,Dom,Casa,V,2,1,Spezia,2.2,1.0,68.0,62.242,Lorenzo Pellegrini,4-3-3,Fabio Maresca,Report partita,,18.0,206.0,0.0,1,1,2023,Roma
0,15-08-2022,20:45,Serie A,Giornata n. 1,Lun,Casa,V,3,0,Sassuolo,2.0,0.9,42.0,38.725,Leonardo Bonucci,4-4-2,Antonio Rapuano,Report partita,,13.0,184.0,0.0,1,1,2023,Juventus
1,22-08-2022,20:45,Serie A,Giornata n. 2,Lun,Ospiti,N,0,0,Sampdoria,0.8,0.9,52.0,27.573,Juan Cuadrado,4-3-3,Rosario Abisso,Report partita,,10.0,160.0,0.0,0,0,2023,Juventus
2,27-08-2022,18:30,Serie A,Giornata n. 3,Sab,Casa,N,1,1,Roma,0.6,1.3,57.0,41.003,Juan Cuadrado,4-2-3-1,Massimiliano Irrati,Report partita,,14.0,236.0,3.0,0,0,2023,Juventus
3,31-08-2022,20:45,Serie A,Giornata n. 4,Mer,Casa,V,2,0,Spezia,0.9,0.2,50.0,35.709,Juan Cuadrado,4-3-3,Andrea Colombo,Report partita,,15.0,186.0,1.0,0,0,2023,Juventus
4,03-09-2022,15:00,Serie A,Giornata n. 5,Sab,Ospiti,N,1,1,Fiorentina,0.9,2.1,40.0,36.55,Juan Cuadrado,4-3-3,Daniele Doveri,Report partita,,4.0,142.0,0.0,0,0,2023,Juventus
6,11-09-2022,20:45,Serie A,Giornata n. 6,Dom,Casa,N,2,2,Salernitana,1.9,1.6,61.0,35.097,Leonardo Bonucci,4-3-3,Matteo Marcenaro,Report partita,,22.0,186.0,1.0,0,1,2023,Juventus
8,18-09-2022,15:00,Serie A,Giornata n. 7,Dom,Ospiti,P,0,1,Monza,0.9,2.5,40.0,12.878,Danilo Luiz da Silva,4-3-3,Fabio Maresca,Report partita,,10.0,129.0,0.0,0,0,2023,Juventus
9,02-10-2022,20:45,Serie A,Giornata n. 8,Dom,Casa,V,3,0,Bologna,1.8,0.4,48.0,34.662,Leonardo Bonucci,4-4-2,Rosario Abisso,Report partita,,17.0,141.0,0.0,0,0,2023,Juventus
11,08-10-2022,18:00,Serie A,Giornata n. 9,Sab,Ospiti,P,0,2,Milan,0.8,2.2,60.0,75.53,Leonardo Bonucci,4-4-2,Daniele Orsato,Report partita,,10.0,179.0,0.0,0,0,2023,Juventus
13,15-10-2022,18:00,Serie A,Giornata n. 10,Sab,Ospiti,V,1,0,Torino,2.1,0.6,47.0,22.269,Juan Cuadrado,3-5-2,Maurizio Mariani,Report partita,,14.0,156.0,0.0,0,0,2023,Juventus
14,21-10-2022,20:45,Serie A,Giornata n. 11,Ven,Casa,V,4,0,Empoli,3.5,0.7,42.0,37.771,Leonardo Bonucci,3-5-2,Michael Fabbri,Report partita,,21.0,143.0,1.0,0,0,2023,Juventus
16,29-10-2022,18:00,Serie A,Giornata n. 12,Sab,Ospiti,V,1,0,Lecce,0.6,0.2,64.0,25.86,Juan Cuadrado,4-4-1-1,Daniele Chiffi,Report partita,,13.0,186.0,0.0,0,0,2023,Juventus
18,06-11-2022,20:45,Serie A,Giornata n. 13,Dom,Casa,V,2,0,Inter,0.9,1.2,47.0,40.093,Danilo Luiz da Silva,3-5-1-1,Daniele Doveri,Report partita,,8.0,160.0,0.0,0,0,2023,Juventus
19,10-11-2022,18:30,Serie A,Giornata n. 14,Gio,Ospiti,V,1,0,Hellas Verona,1.1,1.2,56.0,21.934,Leonardo Bonucci,3-5-2,Marco Di Bello,Report partita,,11.0,186.0,1.0,0,0,2023,Juventus
20,13-11-2022,20:45,Serie A,Giornata n. 15,Dom,Casa,V,3,0,Lazio,1.6,0.4,41.0,38.729,Danilo Luiz da Silva,3-5-2,Davide Massa,Report partita,,13.0,175.0,0.0,0,0,2023,Juventus
21,04-01-2023,18:30,Serie A,Giornata n. 16,Mer,Ospiti,V,1,0,Cremonese,1.6,0.9,55.0,14.896,Danilo Luiz da Silva,3-5-1-1,Giovanni Ayroldi,Report partita,,19.0,190.0,1.0,0,0,2023,Juventus
22,07-01-2023,18:00,Serie A,Giornata n. 17,Sab,Casa,V,1,0,Udinese,2.4,0.5,51.0,39.536,Danilo Luiz da Silva,3-5-1-1,Matteo Marchetti,Report partita,,14.0,129.0,0.0,0,0,2023,Juventus
23,13-01-2023,20:45,Serie A,Giornata n. 18,Ven,Ospiti,P,1,5,Napoli,1.3,2.1,40.0,60.0,Danilo Luiz da Silva,3-5-2,Daniele Doveri,Report partita,,11.0,180.0,0.0,0,0,2023,Juventus
25,22-01-2023,20:45,Serie A,Giornata n. 19,Dom,Casa,N,3,3,Atalanta,1.9,1.0,47.0,33.565,Danilo Luiz da Silva,3-5-1-1,Livio Marinelli,Report partita,,14.0,192.0,0.0,1,1,2023,Juventus
26,29-01-2023,15:00,Serie A,Giornata n. 20,Dom,Casa,P,0,2,Monza,1.6,1.2,46.0,39.393,Danilo Luiz da Silva,3-5-2,Gianluca Aureliano,Report partita,,22.0,176.0,0.0,0,0,2023,Juventus
28,07-02-2023,20:45,Serie A,Giornata n. 21,Mar,Ospiti,V,3,0,Salernitana,2.2,0.8,47.0,26.945,Danilo Luiz da Silva,3-5-2,Antonio Rapuano,Report partita,,16.0,189.0,0.0,1,1,2023,Juventus
29,12-02-2023,18:00,Serie A,Giornata n. 22,Dom,Casa,V,1,0,Fiorentina,1.0,0.7,45.0,34.844,Danilo Luiz da Silva,3-4-3,Michael Fabbri,Report partita,,7.0,127.0,0.0,0,0,2023,Juventus
31,19-02-2023,18:00,Serie A,Giornata n. 23,Dom,Ospiti,V,2,0,Spezia,1.1,1.3,41.0,11.767,Danilo Luiz da Silva,3-1-4-2,Federico La Penna,Report partita,,15.0,188.0,0.0,0,0,2023,Juventus
33,28-02-2023,20:45,Serie A,Giornata n. 24,Mar,Casa,V,4,2,Torino,1.5,1.2,42.0,37.806,Danilo Luiz da Silva,3-5-1-1,Daniele Chiffi,Report partita,,13.0,152.0,1.0,0,0,2023,Juventus
34,05-03-2023,20:45,Serie A,Giornata n. 25,Dom,Ospiti,P,0,1,Roma,0.7,0.6,59.0,64.213,Danilo Luiz da Silva,3-5-1-1,Fabio Maresca,Report partita,,14.0,217.0,2.0,0,0,2023,Juventus
36,12-03-2023,20:45,Serie A,Giornata n. 26,Dom,Casa,V,4,2,Sampdoria,2.8,0.8,56.0,35.166,Leonardo Bonucci,3-5-1-1,Alessandro Prontera,Report partita,,23.0,179.0,1.0,0,1,2023,Juventus
38,19-03-2023,20:45,Serie A,Giornata n. 27,Dom,Ospiti,V,1,0,Inter,0.6,1.2,31.0,75.224,Danilo Luiz da Silva,3-5-1-1,Daniele Chiffi,Report partita,,7.0,196.0,0.0,0,0,2023,Juventus
39,01-04-2023,20:45,Serie A,Giornata n. 28,Sab,Casa,V,1,0,Hellas Verona,1.8,0.6,56.0,40.105,Danilo Luiz da Silva,3-5-2,Matteo Marchetti,Report partita,,10.0,197.0,2.0,0,0,2023,Juventus
41,08-04-2023,20:45,Serie A,Giornata n. 29,Sab,Ospiti,P,1,2,Lazio,1.9,1.2,50.0,54.0,Juan Cuadrado,3-5-1-1,Marco Di Bello,Report partita,,11.0,105.0,0.0,0,0,2023,Juventus
43,16-04-2023,18:00,Serie A,Giornata n. 30,Dom,Ospiti,P,0,1,Sassuolo,1.1,0.9,59.0,19.566,Danilo Luiz da Silva,3-5-2,Antonio Rapuano,Report partita,,13.0,114.0,0.0,0,0,2023,Juventus
45,23-04-2023,20:45,Serie A,Giornata n. 31,Dom,Casa,P,0,1,Napoli,0.4,1.2,35.0,39.839,Danilo Luiz da Silva,4-4-1-1,Michael Fabbri,Report partita,,7.0,235.0,0.0,0,0,2023,Juventus
47,30-04-2023,20:45,Serie A,Giornata n. 32,Dom,Ospiti,N,1,1,Bologna,2.7,1.9,46.0,30.071,Danilo Luiz da Silva,4-3-3,Simone Sozza,Report partita,,13.0,196.0,2.0,0,1,2023,Juventus
48,03-05-2023,18:00,Serie A,Giornata n. 33,Mer,Casa,V,2,1,Lecce,1.8,1.7,54.0,33.757,Leonardo Bonucci,3-5-1-1,Francesco Fourneau,Report partita,,16.0,176.0,2.0,0,0,2023,Juventus
49,07-05-2023,12:30,Serie A,Giornata n. 34,Dom,Ospiti,V,2,0,Atalanta,1.0,1.1,41.0,19.57,Danilo Luiz da Silva,3-5-1-1,Daniele Doveri,Report partita,,10.0,179.0,0.0,0,0,2023,Juventus
51,14-05-2023,20:45,Serie A,Giornata n. 35,Dom,Casa,V,2,0,Cremonese,1.6,0.1,69.0,39.439,Danilo Luiz da Silva,3-5-1-1,Daniele Chiffi,Report partita,,24.0,167.0,0.0,0,0,2023,Juventus
53,22-05-2023,20:45,Serie A,Giornata n. 36,Lun,Ospiti,P,1,4,Empoli,1.8,2.7,61.0,15.519,Alex Sandro Lobo Silva,3-5-2,Giovanni Ayroldi,Report partita,,19.0,164.0,0.0,0,0,2023,Juventus
54,28-05-2023,20:45,Serie A,Giornata n. 37,Dom,Casa,P,0,1,Milan,0.9,0.5,48.0,40.231,Danilo Luiz da Silva,3-4-1-2,Maurizio Mariani,Report partita,,16.0,223.0,0.0,0,0,2023,Juventus
55,04-06-2023,21:00,Serie A,Giornata n. 38,Dom,Ospiti,V,1,0,Udinese,1.3,0.8,57.0,23.266,Leonardo Bonucci,3-4-3,Marco Guida,Report partita,,20.0,142.0,1.0,0,0,2023,Juventus
0,14-08-2022,18:30,Serie A,Giornata n. 1,Dom,Casa,V,3,2,Cremonese,2.0,1.3,74.0,34.461,Cristiano Biraghi,4-3-3,Juan Sacchi,Report partita,,28.0,172.0,2.0,0,0,2023,Fiorentina
2,21-08-2022,18:30,Serie A,Giornata n. 2,Dom,Ospiti,N,0,0,Empoli,0.7,0.4,63.0,10.411,Giacomo Bonaventura,4-3-3,Matteo Marchetti,Report partita,,19.0,190.0,0.0,0,0,2023,Fiorentina
4,28-08-2022,20:45,Serie A,Giornata n. 3,Dom,Casa,N,0,0,Napoli,0.5,1.7,48.0,32.286,Cristiano Biraghi,4-3-3,Livio Marinelli,Report partita,,10.0,199.0,0.0,0,0,2023,Fiorentina
5,31-08-2022,18:30,Serie A,Giornata n. 4,Mer,Ospiti,P,0,1,Udinese,0.7,1.3,73.0,19.684,Lorenzo Venuti,4-3-3,Maurizio Mariani,Report partita,,12.0,167.0,0.0,0,0,2023,Fiorentina
6,03-09-2022,15:00,Serie A,Giornata n. 5,Sab,Casa,N,1,1,Juventus,2.1,0.9,60.0,36.55,Cristiano Biraghi,4-3-3,Daniele Doveri,Report partita,,16.0,172.0,1.0,0,1,2023,Fiorentina
8,11-09-2022,15:00,Serie A,Giornata n. 6,Dom,Ospiti,P,1,2,Bologna,1.3,0.6,61.0,18.901,Cristiano Biraghi,4-3-3,Daniele Orsato,Report partita,,13.0,166.0,0.0,0,0,2023,Fiorentina
10,18-09-2022,15:00,Serie A,Giornata n. 7,Dom,Casa,V,2,0,Hellas Verona,2.4,0.6,44.0,32.216,Cristiano Biraghi,4-2-3-1,Antonio Rapuano,Report partita,,14.0,191.0,0.0,0,1,2023,Fiorentina
11,02-10-2022,18:00,Serie A,Giornata n. 8,Dom,Ospiti,P,0,1,Atalanta,0.7,1.3,61.0,18.265,Cristiano Biraghi,4-3-3,Massimiliano Irrati,Report partita,,16.0,182.0,0.0,0,0,2023,Fiorentina
13,10-10-2022,20:45,Serie A,Giornata n. 9,Lun,Casa,P,0,4,Lazio,2.2,1.6,62.0,30.574,Cristiano Biraghi,4-3-3,Fabio Maresca,Report partita,,25.0,154.0,1.0,0,0,2023,Fiorentina
15,17-10-2022,20:45,Serie A,Giornata n. 10,Lun,Ospiti,N,1,1,Lecce,0.5,1.1,59.0,24.925,Cristiano Biraghi,4-4-1-1,Luca Massimi,Report partita,,10.0,213.0,1.0,0,0,2023,Fiorentina
16,22-10-2022,20:45,Serie A,Giornata n. 11,Sab,Casa,P,3,4,Inter,1.3,2.4,58.0,36.699,Cristiano Biraghi,4-3-3,Paolo Valeri,Report partita,,9.0,188.0,1.0,1,1,2023,Fiorentina
18,30-10-2022,15:00,Serie A,Giornata n. 12,Dom,Ospiti,V,2,1,Spezia,2.1,1.2,50.0,10.5,Cristiano Biraghi,4-3-3,Davide Massa,Report partita,,27.0,194.0,0.0,0,0,2023,Fiorentina
20,06-11-2022,15:00,Serie A,Giornata n. 13,Dom,Ospiti,V,2,0,Sampdoria,0.9,0.8,51.0,19.226,Cristiano Biraghi,4-3-3,Livio Marinelli,Report partita,,5.0,79.0,0.0,0,0,2023,Fiorentina
21,09-11-2022,20:45,Serie A,Giornata n. 14,Mer,Casa,V,2,1,Salernitana,2.8,0.5,58.0,27.329,Cristiano Biraghi,4-2-3-1,Federico La Penna,Report partita,,18.0,180.0,0.0,0,0,2023,Fiorentina
22,13-11-2022,18:00,Serie A,Giornata n. 15,Dom,Ospiti,P,1,2,Milan,0.5,1.5,50.0,73.007,Cristiano Biraghi,4-2-3-1,Simone Sozza,Report partita,,11.0,183.0,0.0,0,0,2023,Fiorentina
23,04-01-2023,18:30,Serie A,Giornata n. 16,Mer,Casa,N,1,1,Monza,1.6,1.7,52.0,31.19,Cristiano Biraghi,4-2-3-1,Ermanno Feliciani,Report partita,,22.0,173.0,2.0,0,0,2023,Fiorentina
24,07-01-2023,15:00,Serie A,Giornata n. 17,Sab,Casa,V,2,1,Sassuolo,2.2,1.6,53.0,29.695,Cristiano Biraghi,4-2-3-1,Gianluca Manganiello,Report partita,,14.0,149.0,1.0,1,1,2023,Fiorentina
26,15-01-2023,20:45,Serie A,Giornata n. 18,Dom,Ospiti,P,0,2,Roma,0.4,0.9,48.0,61.327,Cristiano Biraghi,4-2-3-1,Antonio Giua,Report partita,,7.0,168.0,0.0,0,0,2023,Fiorentina
27,21-01-2023,20:45,Serie A,Giornata n. 19,Sab,Casa,P,0,1,Torino,1.2,0.6,62.0,29.281,Cristiano Biraghi,4-2-3-1,Federico Dionisi,Report partita,,19.0,156.0,0.0,0,0,2023,Fiorentina
28,29-01-2023,18:00,Serie A,Giornata n. 20,Dom,Ospiti,N,1,1,Lazio,1.3,0.9,55.0,43.0,Cristiano Biraghi,4-3-3,Andrea Colombo,Report partita,,17.0,190.0,0.0,0,0,2023,Fiorentina
30,05-02-2023,18:00,Serie A,Giornata n. 21,Dom,Casa,P,1,2,Bologna,1.3,1.8,62.0,30.546,Cristiano Biraghi,4-3-3,Luca Pairetto,Report partita,,17.0,175.0,0.0,0,0,2023,Fiorentina
31,12-02-2023,18:00,Serie A,Giornata n. 22,Dom,Ospiti,P,0,1,Juventus,0.7,1.0,55.0,34.844,Cristiano Biraghi,4-3-3,Michael Fabbri,Report partita,,11.0,186.0,0.0,0,0,2023,Fiorentina
33,19-02-2023,15:00,Serie A,Giornata n. 23,Dom,Casa,N,1,1,Empoli,2.2,0.8,61.0,29.663,Lorenzo Venuti,4-3-3,Alessandro Prontera,Report partita,,27.0,154.0,1.0,0,0,2023,Fiorentina
35,27-02-2023,18:30,Serie A,Giornata n. 24,Lun,Ospiti,V,3,0,Hellas Verona,1.4,1.2,53.0,17.787,Lucas Martínez Quarta,4-2-3-1,Federico La Penna,Report partita,,16.0,192.0,1.0,0,0,2023,Fiorentina
36,04-03-2023,20:45,Serie A,Giornata n. 25,Sab,Casa,V,2,1,Milan,2.1,0.9,48.0,40.41,Cristiano Biraghi,4-3-3,Marco Di Bello,Report partita,,15.0,164.0,1.0,1,1,2023,Fiorentina
38,12-03-2023,15:00,Serie A,Giornata n. 26,Dom,Ospiti,V,2,0,Cremonese,1.7,1.8,53.0,11.506,Cristiano Biraghi,4-2-3-1,Matteo Marcenaro,Report partita,,10.0,151.0,1.0,0,0,2023,Fiorentina
40,19-03-2023,15:00,Serie A,Giornata n. 27,Dom,Casa,V,1,0,Lecce,1.2,0.5,59.0,34.604,Cristiano Biraghi,4-2-3-1,Rosario Abisso,Report partita,,18.0,183.0,0.0,0,0,2023,Fiorentina
41,01-04-2023,18:00,Serie A,Giornata n. 28,Sab,Ospiti,V,1,0,Inter,1.1,2.8,41.0,73.576,Giacomo Bonaventura,4-2-3-1,Fabio Maresca,Report partita,,19.0,189.0,0.0,0,0,2023,Fiorentina
43,08-04-2023,14:30,Serie A,Giornata n. 29,Sab,Casa,N,1,1,Spezia,1.0,0.7,66.0,35.863,Cristiano Biraghi,4-2-3-1,Federico Dionisi,Report partita,,19.0,191.0,2.0,0,0,2023,Fiorentina
45,17-04-2023,20:45,Serie A,Giornata n. 30,Lun,Casa,N,1,1,Atalanta,1.9,0.5,61.0,29.628,Nikola Milenković,4-1-4-1,Marco Guida,Report partita,,17.0,211.0,1.0,1,1,2023,Fiorentina
47,23-04-2023,15:00,Serie A,Giornata n. 31,Dom,Ospiti,P,2,3,Monza,1.3,1.5,55.0,13.118,Cristiano Biraghi,4-2-3-1,Juan Sacchi,Report partita,,10.0,171.0,0.0,0,0,2023,Fiorentina
49,30-04-2023,18:00,Serie A,Giornata n. 32,Dom,Casa,V,5,0,Sampdoria,1.7,0.4,67.0,30.602,Cristiano Biraghi,4-2-3-1,Antonio Giua,Report partita,,23.0,192.0,0.0,0,0,2023,Fiorentina
50,03-05-2023,18:00,Serie A,Giornata n. 33,Mer,Ospiti,N,3,3,Salernitana,1.9,1.1,53.0,17.868,Cristiano Biraghi,4-3-3,Ivan Pezzuto,Report partita,,12.0,130.0,1.0,0,0,2023,Fiorentina
51,07-05-2023,18:00,Serie A,Giornata n. 34,Dom,Ospiti,P,0,1,Napoli,1.1,2.0,53.0,46.522,Giacomo Bonaventura,4-2-3-1,Matteo Marchetti,Report partita,,15.0,158.0,0.0,0,0,2023,Fiorentina
53,14-05-2023,15:00,Serie A,Giornata n. 35,Dom,Casa,V,2,0,Udinese,2.1,0.3,45.0,27.383,Cristiano Biraghi,4-2-3-1,Daniele Paterna,Report partita,,18.0,183.0,2.0,0,0,2023,Fiorentina
55,21-05-2023,15:00,Serie A,Giornata n. 36,Dom,Ospiti,N,1,1,Torino,0.8,1.1,44.0,20.403,Lorenzo Venuti,4-2-3-1,Luca Massimi,Report partita,,8.0,200.0,0.0,0,0,2023,Fiorentina
57,27-05-2023,18:00,Serie A,Giornata n. 37,Sab,Casa,V,2,1,Roma,2.3,1.2,65.0,32.829,Cristiano Biraghi,4-2-3-1,Giovanni Ayroldi,Report partita,,15.0,142.0,2.0,0,0,2023,Fiorentina
58,02-06-2023,20:30,Serie A,Giornata n. 38,Ven,Ospiti,V,3,1,Sassuolo,1.6,1.1,49.0,12.456,Lucas Martínez Quarta,4-3-3,Matteo Marchetti,Report partita,,15.0,177.0,2.0,0,0,2023,Fiorentina
1,14-08-2022,18:30,Serie A,Giornata n. 1,Dom,Ospiti,P,1,2,Lazio,1.5,0.7,58.0,45.0,Roberto Soriano,3-4-1-2,Luca Massimi,Report partita,,10.0,209.0,1.0,1,1,2023,Bologna
